income,monthly_expenses,distance_to_college_work,travel_time_by_bus,transport_cost,bus_frequency,family_size,current_vehicle,loan_payment,savings,debt_focus,emergency_fund_status,investment_advice,car_recommendation
4900.0,3250.0,19.9,51.0,19.0,1.7,4,motorbike,1000.0,623.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
6150.0,3960.0,43.8,179.0,93.0,0.3,6,none,0.0,1916.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
420.0,270.0,27.2,129.0,55.0,0.5,1,motorbike,0.0,136.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6800.0,3510.0,10.3,109.0,6.0,0.1,3,none,0.0,2632.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6410.0,4500.0,13.5,77.0,30.0,1.0,2,car,0.0,1326.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
4880.0,3590.0,2.1,43.0,5.0,0.6,5,bicycle,0.0,850.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2250.0,950.0,10.9,58.0,26.0,1.0,2,motorbike,0.0,875.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1340.0,680.0,19.2,123.0,38.0,0.2,1,car,710.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
570.0,410.0,1.4,29.0,9.0,0.7,1,motorbike,0.0,137.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
6450.0,4110.0,24.8,102.0,39.0,1.1,4,bicycle,0.0,1247.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
490.0,300.0,21.7,98.0,34.0,0.8,1,motorbike,0.0,121.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2190.0,1350.0,27.5,128.0,42.0,0.3,5,motorbike,260.0,338.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
3620.0,2400.0,9.7,71.0,25.0,0.4,5,bicycle,0.0,932.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
910.0,620.0,0.8,56.0,13.0,0.3,2,none,410.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
4300.0,2240.0,23.6,115.0,34.0,0.9,3,none,1940.0,65.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
6010.0,3510.0,28.1,127.0,57.0,0.8,4,motorbike,0.0,1567.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4850.0,3620.0,40.3,163.0,71.0,0.2,4,motorbike,2320.0,18.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
4810.0,3460.0,21.5,84.0,51.0,1.3,4,motorbike,1920.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1460.0,1120.0,36.1,170.0,64.0,0.8,2,bicycle,0.0,253.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2380.0,990.0,24.1,150.0,29.0,0.1,3,motorbike,0.0,1343.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2470.0,1280.0,39.3,180.0,58.0,0.1,3,none,0.0,1104.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
490.0,260.0,17.8,87.0,43.0,1.1,1,motorbike,0.0,109.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3600.0,2250.0,6.0,100.0,15.0,0.1,5,car,1970.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
3710.0,1550.0,20.1,78.0,55.0,2.0,5,none,0.0,1463.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1670.0,1110.0,29.1,132.0,67.0,0.8,3,motorbike,0.0,390.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5240.0,3360.0,44.1,142.0,112.0,0.5,4,none,0.0,1546.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5080.0,2500.0,35.0,152.0,35.0,2.5,3,car,0.0,2172.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
930.0,700.0,42.7,122.0,77.0,1.9,2,none,0.0,228.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1830.0,1340.0,4.2,33.0,7.0,1.3,3,car,0.0,305.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car not recommended
5150.0,2070.0,25.0,119.0,46.0,1.2,5,motorbike,0.0,2156.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1350.0,900.0,1.5,42.0,5.0,0.5,2,motorbike,250.0,145.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
4160.0,1530.0,2.3,43.0,5.0,0.6,3,none,1800.0,720.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
5520.0,4020.0,12.8,59.0,29.0,0.6,4,none,0.0,1257.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3650.0,2290.0,12.5,77.0,16.0,0.5,3,motorbike,0.0,1211.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1290.0,760.0,29.9,109.0,53.0,3.6,1,none,290.0,205.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
4260.0,2930.0,20.9,82.0,32.0,3.8,3,none,2020.0,4.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
450.0,290.0,2.1,39.0,14.0,0.4,2,none,200.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
5680.0,4200.0,22.0,103.0,47.0,1.4,2,motorbike,0.0,738.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
4960.0,3050.0,22.0,88.0,51.0,0.7,6,none,580.0,693.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
3660.0,2670.0,4.1,60.0,11.0,0.3,2,motorbike,0.0,823.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
490.0,320.0,18.9,89.0,31.0,1.6,2,none,0.0,156.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
660.0,280.0,36.4,105.0,72.0,1.7,2,none,120.0,94.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
780.0,510.0,39.4,143.0,41.0,2.1,2,none,0.0,210.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5400.0,3920.0,4.1,30.0,5.0,0.9,3,motorbike,2480.0,10.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
3380.0,1790.0,11.8,117.0,10.0,0.1,2,none,1450.0,100.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
5670.0,2770.0,30.4,65.0,26.0,5.2,2,none,0.0,2834.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1090.0,400.0,30.6,105.0,51.0,1.3,1,none,0.0,456.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1350.0,960.0,44.1,180.0,58.0,0.1,2,none,0.0,232.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
4630.0,3510.0,13.9,72.0,25.0,0.5,4,bicycle,0.0,1061.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
450.0,260.0,18.1,118.0,37.0,0.1,2,motorbike,90.0,53.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
4770.0,2770.0,31.9,101.0,53.0,1.2,3,motorbike,2430.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1090.0,570.0,9.0,49.0,19.0,2.6,2,none,200.0,245.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Consider later
3040.0,2180.0,23.6,111.0,44.0,1.6,2,none,0.0,816.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6100.0,4560.0,0.8,49.0,5.0,0.3,3,none,2990.0,19.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
5570.0,2760.0,41.3,180.0,87.0,0.9,4,none,0.0,2119.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3620.0,2680.0,16.7,103.0,13.0,0.5,6,car,0.0,474.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car not recommended
490.0,360.0,21.0,80.0,34.0,1.3,2,none,90.0,27.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
1290.0,990.0,33.9,160.0,53.0,0.9,2,bicycle,200.0,58.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
450.0,230.0,11.0,77.0,28.0,0.4,1,none,220.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2940.0,1550.0,42.6,180.0,107.0,0.1,2,none,0.0,1016.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
990.0,690.0,13.7,43.0,30.0,7.5,1,motorbike,260.0,61.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
5900.0,4340.0,29.5,114.0,49.0,1.1,4,none,0.0,1340.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
4410.0,1810.0,24.9,129.0,36.0,0.5,5,none,0.0,2170.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5550.0,3040.0,37.4,158.0,71.0,0.8,3,none,0.0,1799.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
990.0,460.0,43.2,180.0,63.0,1.1,2,none,170.0,284.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
4480.0,2370.0,28.5,113.0,31.0,3.4,4,motorbike,850.0,960.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
4460.0,2390.0,21.9,127.0,38.0,0.2,3,motorbike,0.0,1401.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
860.0,660.0,34.0,132.0,64.0,2.9,2,bicycle,0.0,138.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1270.0,830.0,39.1,163.0,87.0,1.0,2,none,0.0,242.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
730.0,460.0,20.6,129.0,34.0,0.1,2,motorbike,100.0,175.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
2610.0,1250.0,36.5,154.0,73.0,3.1,2,motorbike,500.0,641.0,Focus on reducing debt,Emergency fund adequate,Invest moderately,Car recommended
2000.0,1440.0,18.4,87.0,34.0,2.5,3,none,730.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2580.0,1200.0,13.6,87.0,10.0,0.2,1,none,1370.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1530.0,540.0,33.8,108.0,68.0,3.3,1,motorbike,0.0,670.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2770.0,1830.0,17.4,70.0,38.0,1.9,3,bicycle,0.0,744.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5600.0,2910.0,14.4,53.0,26.0,5.1,5,none,0.0,2165.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
3550.0,2730.0,11.3,59.0,28.0,0.8,4,none,0.0,564.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3850.0,1860.0,42.7,180.0,93.0,0.3,3,none,0.0,1251.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
500.0,390.0,5.2,33.0,10.0,1.2,2,car,0.0,65.0,Debt is manageable,Build emergency fund,Invest moderately,Car not recommended
4990.0,2930.0,21.8,83.0,57.0,2.9,2,none,0.0,1590.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1980.0,1160.0,37.0,93.0,44.0,3.1,1,none,960.0,20.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
820.0,640.0,26.0,100.0,31.0,1.3,2,bicycle,0.0,151.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
3310.0,2460.0,4.4,52.0,5.0,0.4,2,bicycle,0.0,447.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1300.0,800.0,44.0,180.0,103.0,0.1,2,motorbike,0.0,326.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1260.0,710.0,30.8,136.0,53.0,0.3,2,none,590.0,27.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
4760.0,2310.0,37.0,180.0,72.0,0.3,3,none,0.0,2044.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2460.0,1270.0,34.6,159.0,45.0,0.1,1,none,0.0,864.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5500.0,3300.0,37.4,180.0,71.0,0.7,5,none,1700.0,373.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
4350.0,2500.0,2.1,14.0,5.0,2.5,2,none,2380.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2680.0,1890.0,10.1,30.0,13.0,4.0,3,car,0.0,571.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car not recommended
3480.0,1940.0,36.5,106.0,49.0,2.8,4,motorbike,0.0,980.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3020.0,2080.0,11.8,70.0,20.0,1.1,2,car,0.0,884.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
1380.0,520.0,16.0,139.0,32.0,0.1,2,none,0.0,857.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5810.0,3990.0,30.2,134.0,46.0,1.4,3,none,0.0,1255.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5780.0,3640.0,34.1,130.0,33.0,0.7,6,motorbike,1750.0,232.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
1080.0,810.0,39.2,158.0,94.0,0.6,2,none,0.0,167.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
3460.0,2180.0,11.7,69.0,23.0,0.9,3,bicycle,0.0,767.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
790.0,330.0,38.1,149.0,69.0,0.9,1,car,240.0,185.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
620.0,350.0,20.0,73.0,48.0,1.7,1,motorbike,0.0,182.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
4530.0,3320.0,23.9,96.0,50.0,1.7,3,motorbike,0.0,1016.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5630.0,2400.0,2.2,12.0,5.0,3.0,4,motorbike,3000.0,145.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1050.0,580.0,18.3,122.0,26.0,0.1,2,none,440.0,9.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2900.0,1280.0,17.2,70.0,25.0,2.8,2,none,0.0,1290.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
860.0,660.0,12.9,85.0,40.0,0.5,2,bicycle,390.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
620.0,490.0,22.9,61.0,41.0,2.4,2,none,190.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
5730.0,3060.0,17.4,89.0,28.0,1.7,6,bicycle,0.0,2301.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4490.0,3190.0,26.9,153.0,54.0,0.4,2,bicycle,1620.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
4570.0,3340.0,15.3,93.0,13.0,0.5,2,car,0.0,868.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6750.0,4880.0,8.4,50.0,18.0,1.0,5,motorbike,3680.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1280.0,750.0,18.5,63.0,27.0,1.3,2,none,350.0,114.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
1610.0,1150.0,11.6,64.0,37.0,0.5,2,bicycle,0.0,425.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
5240.0,3270.0,17.3,50.0,40.0,1.2,4,motorbike,0.0,1234.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1120.0,830.0,12.3,37.0,20.0,2.9,2,car,290.0,7.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
3100.0,2030.0,10.5,54.0,19.0,1.1,2,none,0.0,729.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3250.0,1600.0,18.6,92.0,42.0,0.8,3,motorbike,0.0,1053.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3500.0,1950.0,25.0,73.0,31.0,1.9,3,car,0.0,861.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
3710.0,2150.0,6.8,47.0,22.0,0.5,4,car,1470.0,13.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
3970.0,2920.0,19.9,85.0,29.0,4.2,3,bicycle,0.0,797.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3670.0,2010.0,22.2,94.0,40.0,1.2,3,none,0.0,1363.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5690.0,3120.0,10.7,106.0,14.0,0.1,3,motorbike,0.0,1599.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6340.0,2950.0,24.7,120.0,35.0,0.2,4,none,0.0,2165.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4230.0,2470.0,26.9,84.0,55.0,2.6,4,bicycle,2210.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
3710.0,2590.0,37.2,140.0,46.0,1.4,2,none,1510.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
4700.0,2700.0,28.0,103.0,66.0,5.6,6,bicycle,0.0,1235.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1530.0,770.0,20.7,101.0,20.0,0.8,2,none,730.0,4.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
6450.0,3750.0,6.0,44.0,9.0,1.0,2,car,0.0,1587.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car not recommended
6690.0,4820.0,16.9,85.0,36.0,0.5,6,bicycle,0.0,982.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
930.0,490.0,3.0,28.0,6.0,1.8,2,motorbike,330.0,76.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
740.0,370.0,39.6,158.0,78.0,4.0,1,none,0.0,358.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2890.0,1590.0,13.4,63.0,35.0,1.2,2,motorbike,790.0,413.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2470.0,1380.0,43.3,144.0,91.0,0.8,5,none,640.0,400.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
3170.0,1360.0,34.7,123.0,56.0,0.7,4,none,0.0,1072.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2310.0,1540.0,29.4,113.0,44.0,0.4,1,none,0.0,487.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
2650.0,1460.0,10.0,40.0,6.0,4.8,3,none,360.0,730.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
1160.0,780.0,25.7,108.0,28.0,1.0,2,none,0.0,224.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
630.0,400.0,29.8,111.0,51.0,0.8,2,none,0.0,149.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5710.0,2770.0,30.0,116.0,30.0,1.1,4,none,0.0,1772.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6250.0,3280.0,35.4,130.0,88.0,1.2,5,car,0.0,2474.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4320.0,3000.0,22.2,71.0,39.0,1.8,3,none,0.0,717.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1240.0,960.0,24.2,106.0,22.0,2.1,3,none,570.0,12.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
3300.0,1550.0,30.1,150.0,39.0,0.6,3,motorbike,510.0,1014.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
500.0,270.0,27.5,153.0,73.0,0.2,1,none,170.0,43.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
3040.0,1370.0,34.2,97.0,69.0,2.6,1,none,0.0,1346.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6200.0,3850.0,40.0,180.0,94.0,0.1,4,none,0.0,1379.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3240.0,1780.0,28.8,139.0,37.0,0.1,5,none,0.0,1377.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3460.0,1330.0,15.9,71.0,17.0,1.5,5,none,470.0,1321.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
870.0,630.0,23.6,124.0,47.0,0.2,2,none,0.0,167.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
2440.0,1010.0,45.0,117.0,45.0,2.1,1,none,850.0,407.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
6160.0,3410.0,38.4,137.0,42.0,1.9,4,car,1520.0,1085.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
1940.0,1380.0,1.8,13.0,8.0,4.9,3,none,0.0,527.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
1060.0,590.0,13.2,57.0,15.0,2.8,2,motorbike,180.0,253.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
1660.0,620.0,40.0,162.0,98.0,0.2,1,none,0.0,951.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2530.0,1180.0,4.1,45.0,20.0,0.5,3,motorbike,0.0,1070.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3310.0,2210.0,9.6,56.0,20.0,0.9,6,none,1730.0,21.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
4780.0,2510.0,24.6,120.0,22.0,0.2,5,motorbike,1340.0,557.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
3730.0,1620.0,44.0,125.0,93.0,0.8,3,none,0.0,1117.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
450.0,340.0,37.1,127.0,43.0,0.9,2,motorbike,90.0,12.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
1290.0,950.0,44.1,180.0,112.0,0.1,2,car,0.0,315.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
5740.0,3870.0,20.8,85.0,59.0,4.3,4,none,0.0,994.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
4200.0,1760.0,20.2,88.0,31.0,1.3,2,none,1310.0,542.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
1290.0,520.0,34.6,172.0,37.0,0.1,1,motorbike,0.0,434.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
480.0,310.0,2.3,23.0,5.0,2.2,1,none,70.0,82.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1480.0,1020.0,7.4,39.0,11.0,2.5,1,none,600.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
4310.0,1870.0,43.0,112.0,92.0,1.5,2,none,0.0,2396.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4590.0,1820.0,30.4,130.0,54.0,0.3,3,none,0.0,2169.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3460.0,2530.0,8.7,65.0,24.0,0.4,3,bicycle,0.0,571.0,Debt is manageable,Build emergency fund,Invest moderately,Car recommended
5420.0,2800.0,40.4,156.0,71.0,3.3,3,car,0.0,2593.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
6700.0,3060.0,36.5,145.0,92.0,3.1,4,motorbike,0.0,2507.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1320.0,560.0,32.6,180.0,34.0,0.1,1,motorbike,0.0,511.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
580.0,250.0,17.9,81.0,23.0,1.3,1,none,190.0,123.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
2010.0,1540.0,40.1,180.0,91.0,0.7,2,motorbike,0.0,259.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
480.0,400.0,9.9,67.0,18.0,1.2,2,car,130.0,16.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
5700.0,3200.0,2.3,45.0,5.0,0.3,3,none,950.0,989.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
3330.0,2260.0,34.3,117.0,70.0,1.2,1,motorbike,520.0,481.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
3190.0,1300.0,14.1,68.0,21.0,1.1,2,motorbike,0.0,1391.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1020.0,620.0,16.5,93.0,35.0,1.3,2,bicycle,0.0,386.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1140.0,690.0,4.0,17.0,8.0,4.6,2,none,0.0,356.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
6100.0,3210.0,32.1,127.0,39.0,6.3,5,none,0.0,1935.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3880.0,2450.0,25.2,154.0,43.0,0.3,6,none,450.0,866.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
5400.0,3870.0,16.4,46.0,27.0,2.8,5,bicycle,0.0,1248.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2340.0,990.0,43.0,180.0,67.0,0.1,3,bicycle,580.0,568.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
2400.0,1840.0,35.9,104.0,42.0,6.3,2,motorbike,0.0,482.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3930.0,2280.0,31.7,121.0,68.0,0.5,5,bicycle,680.0,631.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
500.0,310.0,18.8,94.0,44.0,0.4,1,motorbike,110.0,62.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
5730.0,2310.0,13.2,74.0,16.0,0.7,6,motorbike,2160.0,934.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
4790.0,3000.0,36.2,149.0,37.0,0.7,5,none,0.0,1121.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6730.0,3970.0,9.6,98.0,14.0,0.2,6,none,0.0,2624.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3420.0,1640.0,40.8,138.0,41.0,0.4,2,none,0.0,1549.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1060.0,380.0,19.1,85.0,45.0,2.3,1,motorbike,0.0,500.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
830.0,370.0,11.3,64.0,20.0,1.3,1,car,0.0,323.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car not recommended
2900.0,1270.0,21.4,96.0,40.0,0.8,2,bicycle,930.0,499.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
1090.0,440.0,32.3,160.0,35.0,1.7,1,motorbike,470.0,91.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1350.0,690.0,26.8,118.0,37.0,1.0,1,none,620.0,12.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
3760.0,1860.0,36.4,119.0,44.0,3.6,4,none,1250.0,611.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
